編號,縣市,所在轄區,X坐標,Y坐標,公園名稱,里別,面積公頃,類別,座落位置,管理單位,使用分區,附註,使用告示牌1,搖搖椅,搖搖樂,攀岩牆,旋轉地球,鐵馬搖椅,雙座潛艇滑軌,天梯爬梯,鏡子護欄,泡泡窗,方向盤,螺旋滑梯,海底峽谷爬梯,彈力蹺蹺板,蹺蹺板,攀爬梯網狀爬架,盪鞦韆,溜滑梯,吊橋,親子木樁,沙坑,大型兒童遊具,中型兒童遊具,小型兒童遊具,轉轉拼圖,其他遊樂設施,使用告示牌2,單槓引體向上,雙槓,高低槓,平行槓平行桿,三人扭腰器長,三人扭腰器圓轉腰器,平步機,伸腰伸臂架腰腹訓練器,壓腿器,太空漫步機雙人漫步機,肩關節康復器大轉輪,腰背按摩器,上肢牽引器,腹肌架腹肌運動,太極揉推器,平衡木,撐體向上,跳躍運動,仰臥舉腿,上下階運動,左右側跳,伏地挺身,俯前坐,腿筋伸展,衝浪板雙人浪板,吊環,雙向爬梯,天梯雲梯,滑輪吊環,滾背伸展,仰臥起坐,垂直爬梯,划船器,其他體健設施,石椅,靠背石椅,木椅,靠背木椅,鋁椅,靠背鋁椅,塑鋼椅,靠背塑鋼椅,白鐵椅,靠背白鐵椅,白鐵管椅,靠背白鐵管椅,玻璃椅,其他休憩設施,對奕石桌椅1:2,對奕石桌椅1:4,熄菸筒,石桌椅1:4,野餐桌椅,其他,木製涼亭,涼亭,瞭望台,花架,景觀壁燈,燈箱,高燈,矮燈,地底燈,橋樑,水龍頭1,電源開關箱,身障斜坡,身障扶手,P型身障扶手,C101,舞台,籃球場,網球場,羽球場,溜冰場,排球場,舉重館,槌球場,客家文化館,寵物新樂園沙坑,噴水池,管理單位說明,違規罰鍰,使用注意事項,公布欄,好望角,自行車路線圖,指示標誌,健康步道,垃圾桶1,腳踏車架,腳踏車停車位,機車停車位,汽車停車位,殘障停車位,遊覽車停車位,擋車阻,公廁,移動式廁間,便器蹲式1,便器坐式1,沖水器腳踏式1,沖水器水箱型1,垃圾桶2,門1,標誌1,XA8身障扶手,身障間洗手台2,小便區2,小便斗2,噴水器按押式2,噴水器感應式2,XB4身障扶手,煙蒂盒2,洗手台區2,鏡1,水槽1,水龍頭2,給皂盒1,衛生紙盒1,垃圾桶3,XC7身障扶手,便器蹲式2,便器坐式2,沖水器腳踏式2,沖水器水箱型2,垃圾桶4,門2,標誌2,YA8身障扶手,身障間洗手台1,小便區1,小便斗1,噴水器按押式1,噴水器感應式1,YB4身障扶手,煙蒂盒1,洗手台區1,鏡2,水槽2,水龍頭3,給皂盒2,衛生紙盒2,垃圾桶5,YC7身障扶手,門3,窗,照明燈,空調抽風機,洗腳池,台電電箱數量,台電電箱面積m2,中華電信設備箱數量,中華電信設備箱面積m2,欣南瓦斯設備箱數量,欣南瓦斯設備箱面積m2,第四台業者設備箱數量,第四台業者設備箱面積m2,C195,C196,C197,C198,C199,公園全景
297,臺南市,永康區,174036.95,2546751.39,探索教育公園,,2.2,區域公園,,永康區公所,大型,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,11,,,1,,1,1,,,,5,1,,1,,1,1,,1,,,1,,,,1,,1,1,,,1,1,,1,,,25,,,,,,,,,,,,,,,,,,,,,,,,20,26,,,10,1,8,,8,1,1,,,,,,,,,,,,10,,,,,1,,5,7,63,,,,,58,1,,1,1,1,1,2,3,1,,,1,5,,,,,3,3,9,9,,3,,,2,2,2,2,4,5,1,,,,,,,,,3,3,9,9,,5,,,,,,,,,,,,,,,,,,,,,1
298,臺南市,永康區,171440.88,2546984.13,小橋公園,東橋里,2.36,區域公園,,公園管理二科,大型,,2,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,4,,,,,2,,,1,9,38,,,9,,1,,,1,,,,,,,,,,,1,,,3,,,,1,,5,,,,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.8,,,,,,,,,,,,1
299,臺南市,永康區,171971.94,2548361.66,中華里兒9公園,中華里,0.21,鄰里公園,,永康區公所,鄰里,,,3,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,4,,,,,,,,,,2,,5,,,,,,,,,8,,,,6,1,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300,臺南市,永康區,171718.761,2544450.025,中華里兒10公園,中華里,0.192,鄰里公園,,永康區公所,鄰里,,,3,2,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6,,,,,,,,,,,,2,,,,,,,,1,6,226,,,5,10,,,,,,1,,,,,,,,,1,,2,2,1,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
301,臺南市,永康區,170828.84,2546208.16,安康公1公園,安康里,0.15,鄰里公園,,永康區公所,鄰里,,,2,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,1,,,,,,7,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
302,臺南市,永康區,170838.3,2546545.21,大橋里公3鄰里公園,大橋里,0.12,鄰里公園,,永康區公所,鄰里,,,,3,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,3,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
303,臺南市,永康區,171005.92,2548711.02,洲仔尾公園,,0.53,鄰里公園,,永康區公所,鄰里,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,,1,,1,,,,1,1,,,1,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,18,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
304,臺南市,永康區,174280.85,2548749.29,龍中公園,,0.91,鄰里公園,,永康區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,3,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,4,,,,,,28,11,,,,1,,,,,1,1,,,,,,,,,,,,1,,,,,,3,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
305,臺南市,永康區,173657.78,2547697.73,正強里公兒4-1鄰里公園,正強里,0.2,鄰里公園,,永康區公所,鄰里,,,,2,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
306,臺南市,永康區,174223.49,2545588.54,西灣里公兒9-1鄰里公園,西灣里,0.2,鄰里公園,,永康區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
307,臺南市,永康區,174044.6,2545628.54,西灣里公兒9-2鄰里公園,西灣里,0.27,鄰里公園,,永康區公所,鄰里,,,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
308,臺南市,永康區,174236,2545283.49,西灣里公兒9-3鄰里公園,西灣里,0.19,鄰里公園,,永康區公所,鄰里,,,,5,,,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,1,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,3,,,,,,,,,4,,,,5,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10.34,,,,,,,,,,,,1
309,臺南市,永康區,174013.99,2544906.76,崑山里公兒10-1鄰里公園,崑山里,0.24,鄰里公園,,永康區公所,鄰里,,,,4,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
310,臺南市,永康區,171883.61,2549448.29,永欣公園,,0.14,鄰里公園,,永康區公所,鄰里,,,2,3,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,3,,,8,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
311,臺南市,永康區,172333.89,2546466.97,二王里公兒16-3鄰里公園,二王里,0.19,鄰里公園,,永康區公所,鄰里,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,,1,3,,,,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
312,臺南市,永康區,172642.3,2544370.12,光復里公兒17-2鄰里公園,光復里,0.24,鄰里公園,,永康區公所,鄰里,,1,,4,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,1,1,,,,,5,,,,3,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
313,臺南市,永康區,172810.41,2546041.47,復華里公兒18-1鄰里公園,復華里,0.4,鄰里公園,,永康區公所,鄰里,,1,,5,,,,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,16,,,,,,,,,,,,,,,,,,1,,,,,1,6,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
314,臺南市,永康區,170980.75,2546830.84,兒3,,0.25,鄰里公園,,公園管理二科,鄰里,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.6,,,,,,,,,,,,1
315,臺南市,永康區,171837.49,2546711.96,東橋2號公園,,0.486,鄰里公園,,永康區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,5,,,,,1,11,6,,,3,1,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.4,,,,,,,,,,,,1
316,臺南市,玉井區,194476.33,2557638.35,公兒二(?吧哖紀念公園),,1.88,鄰里公園,,玉井區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,25,,,,3,,,,,,,,,,,,,,,,,1,,,,,,1,,2,,,,10,,,,1,,3,,3,,3,4,1,,,5,,,5,,,,2,3,2,,1,,,5,,5,,5,5,11,5,,,,,,,,,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,1
317,臺南市,白河區,190439.49,2582616.89,公3,,2.07,區域公園,,白河區公所,大型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
318,臺南市,白河區,190411.25,2582715.35,公2,,1.09,區域公園,,白河區公所,大型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,2,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
319,臺南市,白河區,190320.54,2582939.53,公兒1,,0.31,鄰里公園,,白河區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,2,,,,,,4,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
320,臺南市,安定區,174360.39,2557978.78,安定公滯一,,26.77,區域公園,,安定區公所,大型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
321,臺南市,西港區,168359.71,2558418.35,公一,,0.4414,鄰里公園,,西港區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,1,10,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
322,臺南市,佳里區,165870.14,2563329.48,佳里公園(公1),,2.5,區域公園,,佳里區公所,大型,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,53,,,,,,,,,,,,,,2,,,,1,,,,1,70,8,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
323,臺南市,官田區,180838.36,2568493.9,環保公園,,4.88,鄰里公園,,官田區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
324,臺南市,柳營區,180413.84,2575404.77,公兒三,,0.29,鄰里公園,,柳營區公所,鄰里,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,1,,,1,,1,,,1,1,,,1,,,1,,,,1,1,,1,1,,2,,,2,3,2,11,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1
325,臺南市,柳營區,180154.53,2575065.45,公兒(中埕里鄰公園),,0.261,鄰里公園,,柳營區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,1,25,,3,,,,,,,,,,,,,,,,,,,,,,,1,26,,,,,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
326,臺南市,將軍區,164050.11,2566777.24,公1,,2.01,區域公園,,將軍區公所,大型,,,,2,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,3,,,,,,74,36,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,7,,,40,50,1,,,1,,2,,,2,,2,2,,,,5,5,,,,,2,2,2,,,,,4,,,4,,4,2,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1
327,臺南市,麻豆區,173500.36,2565521.55,麻豆公一,,0.43,鄰里公園,,麻豆區公所,鄰里,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
328,臺南市,麻豆區,174125.41,2564483.66,麻豆公十一,,0.9,鄰里公園,,麻豆區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,6,,6,,,,,,,,,,,,,,,,,,1,,,,,,8,4,,,1,,2,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
329,臺南市,麻豆區,174374.87,2564533.11,麻豆兒十,,0.43,鄰里公園,,麻豆區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,11,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
330,臺南市,善化區,177293.37,2559610.54,善化公三,,3.12,區域公園,台19甲旁、納骨堂後,善化區公所,大型,,,,,,,,,,,,,,,,,2,3,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,3,1,,,,2,16,35,,4,,1,,,,,,,,,,,,,,,,,,,,,,,2,17,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
331,臺南市,善化區,177078.96,2558762.07,牛墟公園(公兒1-4),,0.2,鄰里公園,,善化區公所,鄰里,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
332,臺南市,善化區,178829.67,2557020.72,善化公滯十,,5.49,區域公園,,善化區公所,大型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.2,,,,,,,,,,,,1
333,臺南市,新市區,178353.88,2553623.53,新市公兒五,,0.15,鄰里公園,,新市區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
334,臺南市,新市區,173700.85,2554767.69,新市公滯四,,5.22,區域公園,,新市區公所,大型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
335,臺南市,新市區,178545.77,2556472.46,新市公滯十一,,12.2,區域公園,,新市區公所,大型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
336,臺南市,新營區,179942.92,2578824.58,南瀛綠都心公園,,5.73,區域公園,,公園管理二科,大型,,,,3,,,,,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,86,90,,7,,,,,,,,,10,,,1,,,2,1,,,,,50,11,,3,,,,,5,,2,2,,,,,,,,,1,,7,,1,,,2,,21,9,,68,,,,3,3,,5,1,5,1,3,4,3,2,2,2,7,,7,1,,,3,8,8,,2,1,,4,3,4,3,6,8,2,2,2,,,,,1,,,3,8,8,,2,1,,,,,,,1,20,,,,,,,,,,,,1
337,臺南市,新營區,178293.84,2578790.94,新營公二十,,0.33,鄰里公園,,新營區公所,鄰里,,,2,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,3,,1,,,,,,,,,,,,,,,,,,,3,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.75,1,2,,,,,,,,,,1
338,臺南市,新營區,178413,2578748.29,新營公兒十九,,0.12,鄰里公園,,新營區公所,鄰里,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,1
339,臺南市,新營區,177950.61,2578503.45,新營公兒二一,,0.19,鄰里公園,,新營區公所,鄰里,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,3,,,,1,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.8,,,,,,,,,,,,1
340,臺南市,新營區,180615.62,2579672.05,新營公兒四六,,0.23,鄰里公園,,新營區公所,鄰里,,,1,2,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,1,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,5,9,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
341,臺南市,新營區,180905.36,2579383.64,新營公兒四八,,0.61,鄰里公園,,新營區公所,鄰里,,,4,3,,,,,,,,,,,2,,,1,,,,,,1,,,,,1,,1,,,1,,,,,,,1,1,,,,,,,,,,2,1,,,,,1,,,,1,,,,12,,,,,,,,,,,,,,,3,,,,,,,,9,7,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
342,臺南市,新營區,181132.71,2579598.87,新營公兒五十,,0.21,鄰里公園,,新營區公所,鄰里,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,1,,1,,,1,,,,1,,,,1,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,5,,,,,,,,11,,,,,1,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
343,臺南市,楠西區,197302.87,2564044.8,公二,,1.54,區域公園,,楠西區公所,大型,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,3,,,,,,,,,,,3,,,3,1,,4,,,,,,31,8,,,,1,1,,,,,1,,,1,,,,,,,,,4,,,,,,5,,,,,,,,1,,1,,1,,1,1,,,,,3,,3,1,,,,1,2,,,,,3,,3,,3,3,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1
